snapshot_time,icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,true_track,vertical_rate,sensors,geo_altitude,squawk,spi,position_source
1789595537,80159f,AIC308  ,India,1789595536,1789595536,77.0614,28.0702,3695.7,False,174.04,118.61,8.13,,3817.62,,False,0
1789595537,80156e,BDA354  ,India,1789595537,1789595537,76.109,27.9751,5486.4,False,190.31,22.41,-5.85,,5722.62,,False,0
1789595537,06a103,QTR955  ,Qatar,1789595536,1789595536,78.3204,8.2954,11582.4,False,263.18,300.68,0,,12237.72,,False,0
1789595537,885102,THA937  ,Thailand,1789595536,1789595536,84.4003,24.7117,12496.8,False,255.44,117.86,0,,13205.46,0142,False,0
1789595537,88511a,THA924  ,Thailand,1789595536,1789595536,74.0821,27.5234,12192,False,237.68,301.01,0,,12885.42,,False,0
1789595537,88510a,THA941  ,Thailand,1789595536,1789595536,96.2374,16.2682,12496.8,False,247.08,130.36,0,,13220.7,0410,False,0
1789595537,88510b,THA925  ,Thailand,1789595536,1789595536,93.4777,19.6537,12496.8,False,239.23,79.34,0,,13228.32,1735,False,0
1789595537,885116,THA955  ,Thailand,1789595536,1789595536,75.5692,31.2102,11887.2,False,285.64,93.82,0,,12512.04,,False,0
1789595537,885115,THA326  ,Thailand,1789595536,1789595536,92.6579,12.2412,11887.2,False,251.6,84.72,0,,,,False,0
1789595537,88516c,THA951  ,Thailand,1789595536,1789595536,94.995,17.1067,10668,False,255.75,122.35,0,,11338.56,0715,False,0
1789595537,8013f8,IGO084  ,India,1789595456,1789595460,77.1072,28.5417,320.04,False,74.12,283.65,-3.25,,213.36,,False,0
1789595537,885156,THA350  ,Thailand,1789595535,1789595536,88.4748,22.6587,11277.6,False,259.66,125.48,0,,11971.02,7272,False,0
1789595537,885177,THA921  ,Thailand,1789595536,1789595536,88.0409,21.4521,11887.2,False,249.41,115.93,0,,12611.1,7644,False,0
1789595537,885179,THA970  ,Thailand,1789595536,1789595536,76.2148,28.3374,10363.2,False,236.57,292.77,0,,10965.18,,False,0
1789595537,885170,THA950  ,Thailand,1789595536,1789595536,75.156,27.0622,9753.6,False,248.79,292.75,0,,10332.72,,False,0
1789595537,3c64f5,DLH759  ,Germany,1789595535,1789595535,80.1088,12.9724,426.72,False,94.51,277.82,0.98,,320.04,0621,False,0
1789595537,7103d7,SVA871  ,Saudi Arabia,1789595523,1789595535,87.4623,16.6639,10363.2,False,261.53,283.65,-0.33,,11010.9,,False,0
1789595537,4246b4,AHY057  ,United Kingdom,1789595536,1789595536,76.232,28.3025,4259.58,False,174.62,63.59,-3.9,,4419.6,,False,0
1789595537,a9aba2,ETD9682 ,United States,1789595536,1789595536,70.0852,22.9026,11887.2,False,249.64,85.86,0,,12633.96,,False,0
1789595537,151db6,AFL284  ,Russian Federation,1789595536,1789595537,77.6964,29.4006,10668,False,263.96,146.12,0,,11262.36,,False,0
1789595537,7105ac,SVA857  ,Saudi Arabia,1789595536,1789595536,80.4231,13.1267,10355.58,False,260.9,296.46,-0.33,,10988.04,2272,False,0
1789595537,77170d,EXV912  ,Sri Lanka,1789595536,1789595536,83.3405,17.3942,10972.8,False,239.49,226.91,0,,11643.36,4702,False,0
1789595537,70c10c,OMS705  ,Oman,1789595536,1789595536,75.2802,28.1058,11285.22,False,250.63,95.42,0.33,,11955.78,,False,0
1789595537,70c10d,OMS783  ,Oman,1789595536,1789595536,74.0178,15.8753,11277.6,False,233.78,125.05,0,,11971.02,,False,0
1789595537,7609f0,FJL530  ,Pakistan,1789595418,1789595493,71.9534,29.6757,10965.18,False,220.92,228.78,0,,11590.02,,False,0
1789595537,70c0fe,OMA817  ,Oman,1789595519,1789595519,89.6785,17.6901,12496.8,False,240.12,108.75,-0.33,,13228.32,4760,False,0
1789595537,77058f,ALK153  ,Sri Lanka,1789595536,1789595536,80.1417,12.2649,11277.6,False,244.2,346.72,0,,11955.78,7341,False,0
1789595537,88813a,HVN18   ,Viet Nam,1789595537,1789595537,95.5455,21.5909,13114.02,False,240.09,104.9,0,,13845.54,7563,False,0
1789595537,706058,KAC283  ,Kuwait,1789595536,1789595536,88.627,22.963,10668,False,260.82,98.05,0,,11323.32,0460,False,0
1789595537,706064,KAC364  ,Kuwait,1789595536,1789595536,78.7264,8.4915,8206.74,False,239.34,308.72,3.58,,8648.7,,False,0
1789595537,706072,KAC382  ,Kuwait,1789595536,1789595536,75.2442,28.5207,7094.22,False,201.24,271.76,4.23,,7437.12,,False,0
1789595537,7705c1,ALK402  ,Sri Lanka,1789595536,1789595536,94.4686,12.7045,11879.58,False,225.25,62.67,0,,,,False,0
1789595537,706130,JZR531  ,Kuwait,1789595536,1789595536,90.4029,23.8454,,True,9.77,323.44,,,,1433,False,0
1789595537,70612c,JZR432  ,Kuwait,1789595450,1789595450,73.3096,15.533,10355.58,False,240.76,298.32,0.33,,10988.04,,False,0
1789595537,70612d,JZR407  ,Kuwait,1789595536,1789595536,69.399,23.9819,10668,False,244.16,101.55,0,,11346.18,,False,0
1789595537,8880ad,HVN670  ,Viet Nam,1789595537,1789595537,94.6097,14.9743,10066.02,False,238.69,103.59,0,,,,False,0
1789595537,8880e0,HVN31   ,Viet Nam,1789595537,1789595537,74.4513,27.4047,11582.4,False,239.8,299.42,0.33,,12268.2,,False,0
1789595537,888217,VJC910  ,Viet Nam,1789595536,1789595536,92.3362,22.222,10058.4,False,245.33,93.49,-0.33,,10690.86,0340,False,0
1789595537,8940dc,GFA130  ,Bahrain,1789595536,1789595536,75.8852,28.2251,4267.2,False,181.12,88.86,0,,4434.84,,False,0
1789595537,7502cd,XAX605  ,Malaysia,1789595536,1789595536,85.6123,16.8985,11887.2,False,241.41,132.5,0,,12603.48,,False,0
1789595537,76cda3,SIA302  ,Singapore,1789595536,1789595536,84.0979,21.4909,11346.18,False,250.06,311.33,1.63,,12031.98,2230,False,0
1789595537,76cda8,SIA314  ,Singapore,1789595536,1789595536,87.4776,18.5943,10972.8,False,257.05,312.57,0,,11635.74,0174,False,0
1789595537,76cda5,SIA304  ,Singapore,1789595536,1789595536,70.8693,30.8456,12153.9,False,237.86,329.16,1.63,,12793.98,,False,0
1789595537,76cdb5,SIA309  ,Singapore,1789595526,1789595526,88.2837,17.8507,12496.8,False,248.82,135.34,-0.33,,13205.46,4761,False,0
1789595537,76cdb2,SIA312  ,Singapore,1789595400,1789595401,70.5595,30.8936,10972.8,False,254.71,334.26,0,,11551.92,,False,0
1789595537,76cdad,SIA352  ,Singapore,1789595469,1789595469,72.693,30.6632,11582.4,False,243.46,309.34,0,,12199.62,,False,0
1789595537,8966ce,ETD402  ,United Arab Emirates,1789595537,1789595537,83.7859,19.582,11894.82,False,255,110.92,0,,12603.48,,False,0
1789595537,8966af,ABY496  ,United Arab Emirates,1789595536,1789595536,76.9236,13.939,7635.24,False,216.22,122.37,-10.73,,8077.2,,False,0
1789595537,750447,MXD752  ,Malaysia,1789595536,1789595536,77.3264,29.414,11887.2,False,254.46,129.26,0,,12542.52,,False,0
1789595537,75041f,MXD132  ,Malaysia,1789595536,1789595537,79.1014,26.1753,10058.4,False,246.06,151.67,0,,10645.14,,False,0
1789595537,750420,MXD181  ,Malaysia,1789595535,1789595535,96.3053,11.417,11277.6,False,232.8,131.86,0,,11978.64,7777,False,0
1789595537,750423,MXD216  ,Malaysia,1789595537,1789595537,91.5398,15.6939,11887.2,False,237.32,103.8,0,,,,False,0
1789595537,48ae00,LOT71   ,Poland,1789595536,1789595536,77.2634,28.5089,1051.56,False,98.47,280.84,-1.63,,998.22,,False,0
1789595537,76cef9,SIA26   ,Singapore,1789595261,1789595262,70.4327,31.5127,9753.6,False,254.41,346.08,0,,10256.52,,False,0
1789595537,507c4c,UZB553  ,Uzbekistan,1789595536,1789595536,78.8921,26.7307,12496.8,False,254.93,154.16,0,,13205.46,,False,0
1789595537,75059c,MAS119  ,Malaysia,1789595536,1789595536,92.9205,13.3445,11277.6,False,229.92,135.73,0,,,,False,0
1789595537,ab2d5c,N8191X  ,United States,1789595400,1789595400,82.8042,33.2046,,True,6.69,348.75,,,,,False,0
1789595537,86e3ec,JAL754  ,Japan,1789595536,1789595536,82.2871,16.9597,11887.2,False,249.32,49.77,0,,12603.48,,False,0
1789595537,800b62,AXB5976 ,India,1789595536,1789595536,77.3342,27.9997,3878.58,False,146.11,14.48,-4.88,,4046.22,,False,0
1789595537,800b81,SEJ164  ,India,1789595359,1789595359,72.7404,19.2858,3200.4,False,160.72,357.06,6.18,,3032.76,,False,0
1789595537,800c42,AIC2284 ,India,1789595535,1789595536,69.3633,22.8875,10683.24,False,243.45,91.82,0,,11346.18,,False,0
1789595537,800c3a,LLR676  ,India,1789595535,1789595536,79.1275,27.7769,5486.4,False,127.28,306.45,0,,5753.1,,False,0
1789595537,800c4b,AIC2378 ,India,1789595536,1789595536,85.1108,20.7985,10675.62,False,240.02,129.7,0,,11338.56,0526,False,0
